"name"
"stats","start","end","BigName","itemtype.href","itemtype.text","rarity","index","url"
"Evasion","105","105","","","","","324","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Bangle (XIII)"
"Attack","14","23","Gold Armlet (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","5","325","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Armlet (VII)"
"Defense","55","81","","","","","326","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Armlet (VII)"
"Magic","11","21","","","","","327","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Armlet (VII)"
"Resistance","54","90","","","","","328","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Armlet (VII)"
"Mind","13","22","","","","","329","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Armlet (VII)"
"Evasion","105","105","","","","","330","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Gold Armlet (VII)"
"Attack","14","23","Emerald Bracer (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Bracer","Type: Bracer","5","331","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Bracer (X)"
"Defense","56","82","","","","","332","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Bracer (X)"
"Magic","12","22","","","","","333","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Bracer (X)"
"Resistance","54","90","","","","","334","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Bracer (X)"
"Mind","13","22","","","","","335","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Bracer (X)"
"Evasion","105","105","","","","","336","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Emerald Bracer (X)"
"","","","Safety Bit (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Accessory","Type: Accessory","5","337","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 5_Safety Bit (X)"
"Attack","19","46","Orichalcum Dirk (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","338","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Orichalcum Dirk (V)"
"Accuracy","89","89","","","","","339","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Orichalcum Dirk (V)"
"Attack","18","44","Dancing Dagger (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","340","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dancing Dagger (V)"
"Magic","3","3","","","","","341","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dancing Dagger (V)"
"Accuracy","89","89","","","","","342","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dancing Dagger (V)"
"Evasion","3","3","","","","","343","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dancing Dagger (V)"
"Attack","19","45","Avenger (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","344","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Avenger (XII)"
"Accuracy","89","89","","","","","345","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Avenger (XII)"
"Attack","20","48","Ripper (II)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","346","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ripper (II)"
"Accuracy","89","89","","","","","347","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ripper (II)"
"Attack","18","44","Main Gauche (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","348","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Main Gauche (VI)"
"Accuracy","89","89","","","","","349","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Main Gauche (VI)"
"Evasion","4","4","","","","","350","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Main Gauche (VI)"
"Attack","19","45","Air Knife (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","351","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Air Knife (VI)"
"Accuracy","89","89","","","","","352","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Air Knife (VI)"
"Attack","18","44","Mage Masher (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Dagger","Type: Dagger","3","353","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mage Masher (IV)"
"Accuracy","89","89","","","","","354","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Mage Masher (IV)"
"Attack","20","48","Rune Blade (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","355","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Blade (V)"
"Magic","3","3","","","","","356","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Blade (V)"
"Accuracy","89","89","","","","","357","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Blade (V)"
"Attack","19","47","Enhancer (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","358","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Enhancer (V)"
"Magic","5","5","","","","","359","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Enhancer (V)"
"Accuracy","89","89","","","","","360","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Enhancer (V)"
"Attack","22","48","Ancient Sword (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","361","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ancient Sword (XII)"
"Accuracy","89","89","","","","","362","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ancient Sword (XII)"
"Attack","21","51","Platinum Sword (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","363","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Platinum Sword (XII)"
"Accuracy","89","89","","","","","364","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Platinum Sword (XII)"
"Attack","19","48","Flametongue (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","365","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flametongue (VI)"
"Magic","3","3","","","","","366","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flametongue (VI)"
"Accuracy","89","89","","","","","367","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flametongue (VI)"
"Attack","22","52","Falchion (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","368","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Falchion (VI)"
"Accuracy","89","89","","","","","369","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Falchion (VI)"
"Evasion","3","3","","","","","370","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Falchion (VI)"
"Attack","23","54","Bastard Sword (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","371","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Bastard Sword (VI)"
"Accuracy","89","89","","","","","372","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Bastard Sword (VI)"
"Attack","18","46","Sleep Blade (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","373","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Sleep Blade (IV)"
"Accuracy","89","89","","","","","374","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Sleep Blade (IV)"
"Attack","20","48","Icebrand (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","375","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Icebrand (IV)"
"Magic","3","3","","","","","376","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Icebrand (IV)"
"Accuracy","89","89","","","","","377","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Icebrand (IV)"
"Attack","21","50","Defender (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","378","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Defender (IV)"
"Defense","3","3","","","","","379","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Defender (IV)"
"Accuracy","89","89","","","","","380","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Defender (IV)"
"Attack","18","46","Stoneblade (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","381","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Stoneblade (VI)"
"Accuracy","89","89","","","","","382","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Stoneblade (VI)"
"Attack","20","48","Claymore (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","383","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Claymore (XII)"
"Accuracy","89","89","","","","","384","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Claymore (XII)"
"Attack","19","52","Fencing Sabre (X)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Sword","Type: Sword","3","385","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Fencing Sabre (X)"
"Accuracy","89","89","","","","","386","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Fencing Sabre (X)"
"Attack","24","57","Death Sickle (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Axe","Type: Axe","3","387","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Death Sickle (V)"
"Accuracy","89","89","","","","","388","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Death Sickle (V)"
"Attack","23","54","Poison Axe (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Axe","Type: Axe","3","389","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Poison Axe (IV)"
"Accuracy","89","89","","","","","390","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Poison Axe (IV)"
"Attack","23","55","Dual Tomahawk (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Axe","Type: Axe","3","391","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dual Tomahawk (III)"
"Accuracy","89","89","","","","","392","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Dual Tomahawk (III)"
"Attack","21","50","Gaia Hammer (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Hammer","Type: Hammer","3","393","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gaia Hammer (V)"
"Accuracy","89","89","","","","","394","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gaia Hammer (V)"
"Attack","21","50","Javelin (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","3","395","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Javelin (V)"
"Accuracy","89","89","","","","","396","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Javelin (V)"
"Attack","20","47","Storm Spear (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","3","397","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Storm Spear (XII)"
"Accuracy","89","89","","","","","398","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Storm Spear (XII)"
"Attack","23","54","Obelisk (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","3","399","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Obelisk (XII)"
"Accuracy","89","89","","","","","400","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Obelisk (XII)"
"Attack","21","51","Halberd (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Spear","Type: Spear","3","401","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Halberd (XII)"
"Accuracy","89","89","","","","","402","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Halberd (XII)"
"Attack","19","46","Diamond Knuckle (VII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","3","403","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Knuckle (VII)"
"Accuracy","89","89","","","","","404","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Knuckle (VII)"
"Attack","21","49","Wyvern Claws (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","3","405","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Wyvern Claws (III)"
"Accuracy","89","89","","","","","406","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Wyvern Claws (III)"
"Attack","20","48","Tiger Claws (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","3","407","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Tiger Claws (III)"
"Accuracy","89","89","","","","","408","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Tiger Claws (III)"
"Attack","19","45","Venom Claws (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Fist","Type: Fist","3","409","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Venom Claws (VI)"
"Accuracy","89","89","","","","","410","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Venom Claws (VI)"
"Attack","6","15","Flame Rod (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","411","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Rod (V)"
"Magic","19","48","","","","","412","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Rod (V)"
"Mind","10","24","","","","","413","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Rod (V)"
"Accuracy","89","89","","","","","414","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Rod (V)"
"Attack","6","15","Thunder Rod (V)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","415","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Thunder Rod (V)"
"Magic","19","48","","","","","416","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Thunder Rod (V)"
"Mind","10","24","","","","","417","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Thunder Rod (V)"
"Accuracy","89","89","","","","","418","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Thunder Rod (V)"
"Attack","7","16","Gaia Rod (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","419","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gaia Rod (XII)"
"Magic","21","51","","","","","420","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gaia Rod (XII)"
"Mind","11","26","","","","","421","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gaia Rod (XII)"
"Accuracy","89","89","","","","","422","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Gaia Rod (XII)"
"Attack","7","16","Power Rod (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","423","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Power Rod (XII)"
"Magic","21","51","","","","","424","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Power Rod (XII)"
"Mind","11","26","","","","","425","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Power Rod (XII)"
"Accuracy","89","89","","","","","426","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Power Rod (XII)"
"Attack","6","15","Poison Rod (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","427","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Poison Rod (VI)"
"Magic","19","47","","","","","428","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Poison Rod (VI)"
"Mind","10","24","","","","","429","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Poison Rod (VI)"
"Accuracy","89","89","","","","","430","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Poison Rod (VI)"
"Attack","10","20","Punisher (VI)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","431","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Punisher (VI)"
"Magic","20","50","","","","","432","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Punisher (VI)"
"Mind","11","26","","","","","433","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Punisher (VI)"
"Accuracy","89","89","","","","","434","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Punisher (VI)"
"Attack","7","17","Lilith Rod (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","435","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lilith Rod (IV)"
"Magic","23","54","","","","","436","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lilith Rod (IV)"
"Mind","12","27","","","","","437","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lilith Rod (IV)"
"Accuracy","89","89","","","","","438","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Lilith Rod (IV)"
"Attack","6","15","Ice Rod (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","439","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Rod (IV)"
"Magic","19","48","","","","","440","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Rod (IV)"
"Mind","10","24","","","","","441","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Rod (IV)"
"Accuracy","89","89","","","","","442","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Ice Rod (IV)"
"Attack","7","15","Bronze Mace (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","443","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Bronze Mace (XII)"
"Magic","21","50","","","","","444","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Bronze Mace (XII)"
"Mind","11","25","","","","","445","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Bronze Mace (XII)"
"Accuracy","89","89","","","","","446","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Bronze Mace (XII)"
"Attack","7","17","Stardust Rod (IX)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Rod","Type: Rod","3","447","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Stardust Rod (IX)"
"Magic","23","54","","","","","448","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Stardust Rod (IX)"
"Mind","19","35","","","","","449","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Stardust Rod (IX)"
"Accuracy","89","89","","","","","450","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Stardust Rod (IX)"
"Attack","10","18","Golem Staff (III)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","451","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golem Staff (III)"
"Magic","11","25","","","","","452","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golem Staff (III)"
"Mind","20","49","","","","","453","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golem Staff (III)"
"Accuracy","89","89","","","","","454","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golem Staff (III)"
"Attack","7","15","Diamond Mace (II)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","455","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Mace (II)"
"Magic","11","25","","","","","456","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Mace (II)"
"Mind","21","50","","","","","457","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Mace (II)"
"Accuracy","89","89","","","","","458","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Diamond Mace (II)"
"Attack","7","16","Wizard's Staff (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","459","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Wizard's Staff (XII)"
"Magic","11","26","","","","","460","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Wizard's Staff (XII)"
"Mind","22","52","","","","","461","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Wizard's Staff (XII)"
"Accuracy","89","89","","","","","462","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Wizard's Staff (XII)"
"Attack","7","17","Golden Staff (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","463","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Staff (XII)"
"Magic","12","27","","","","","464","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Staff (XII)"
"Mind","23","54","","","","","465","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Staff (XII)"
"Accuracy","89","89","","","","","466","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Golden Staff (XII)"
"Attack","6","15","Storm Staff (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","467","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Storm Staff (XII)"
"Magic","10","24","","","","","468","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Storm Staff (XII)"
"Mind","20","48","","","","","469","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Storm Staff (XII)"
"Accuracy","89","89","","","","","470","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Storm Staff (XII)"
"Attack","6","15","Glacial Staff (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","471","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Glacial Staff (XII)"
"Magic","10","24","","","","","472","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Glacial Staff (XII)"
"Mind","20","48","","","","","473","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Glacial Staff (XII)"
"Accuracy","89","89","","","","","474","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Glacial Staff (XII)"
"Attack","6","15","Flame Staff (XII)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","475","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Staff (XII)"
"Magic","10","24","","","","","476","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Staff (XII)"
"Mind","20","48","","","","","477","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Staff (XII)"
"Accuracy","89","89","","","","","478","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Flame Staff (XII)"
"Attack","7","15","Aura Staff (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","479","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aura Staff (IV)"
"Magic","11","25","","","","","480","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aura Staff (IV)"
"Mind","21","50","","","","","481","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aura Staff (IV)"
"Accuracy","89","89","","","","","482","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Aura Staff (IV)"
"Attack","7","16","Rune Staff (IV)","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment%20Type:%20Staff","Type: Staff","3","483","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Staff (IV)"
"Magic","14","30","","","","","484","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Staff (IV)"
"Mind","22","53","","","","","485","https://ffrkstrategy.gamematome.jp/game/951/wiki/Equipment_Rarity 3_Rune Staff (IV)"
